id_cliente,idade,renda_anual,divida_atual,historico_pagamento,score_externo,inadimplente
11469,29,91577,16786,60.3,650,1
11470,49,62914,18843,45.3,501,0
11471,30,30852,16018,0.0,200,1
11472,28,49150,27677,24.6,731,0
11473,57,20615,47340,29.1,543,0
11474,41,18091,49704,11.8,893,0
11475,44,37294,36374,54.4,866,0
11476,33,34933,10531,17.4,476,0
11477,18,32553,2147,21.5,432,0
11478,31,15000,43472,22.1,787,0
11479,33,22378,28805,17.3,713,0
11480,53,19516,62369,1.2,233,1
11481,29,15000,11683,38.5,307,0
11482,28,42183,48267,43.1,689,0
11483,38,32080,4610,17.9,431,0
11484,33,70261,56913,0.0,758,0
11485,32,18056,5579,46.0,368,0
11486,51,57171,11021,86.1,612,1
11487,55,29555,2774,10.2,413,0
11488,30,90010,32310,4.1,669,0
11489,29,44105,48254,0.0,733,0
11490,41,18667,52947,0.0,200,1
11491,44,52736,20829,0.0,200,1
11492,43,23963,35578,11.5,253,1
11493,40,40142,20455,0.0,592,0
11494,25,15000,45951,0.0,815,0
11495,35,66747,22988,69.0,574,1
11496,35,41741,103317,0.0,532,1
11497,33,15000,44526,7.1,659,0
11498,58,83882,11042,80.6,457,1
11499,31,15000,23953,38.1,290,0
11500,37,37214,30712,19.9,705,0
11501,47,12781,72807,27.2,392,1
11502,30,15000,5954,6.5,377,0
11503,24,34814,7632,69.6,369,0
11504,43,15000,39414,0.9,523,0
11505,47,53559,33164,33.4,642,0
11506,22,28386,85469,49.1,301,1
11507,26,38419,36118,34.4,696,0
11508,37,15000,23778,92.3,238,0
11509,43,50703,6794,79.6,404,0
11510,46,16699,5548,0.0,427,0
11511,42,16786,14397,0.0,298,0
11512,42,15000,42137,22.0,791,0
11513,54,23872,4720,39.0,413,0
11514,18,17832,295,19.7,394,0
11515,45,15000,54002,0.0,602,0
11516,44,15000,47251,6.0,450,0
11517,41,22723,44716,0.0,587,0
11518,41,37465,37846,48.9,680,0
11519,18,64622,10084,78.4,567,1
11520,20,67957,4323,80.3,574,1
11521,35,31498,2046,0.0,458,0
11522,18,38556,9478,0.0,503,0
11523,40,15000,47014,9.1,593,0
11524,18,42867,28391,47.6,813,0
11525,42,30547,5101,45.2,377,0
11526,18,39577,43741,39.7,697,0
11527,47,12593,52431,0.0,283,1
11528,35,15000,55925,3.9,727,0
11529,36,54164,18597,26.6,518,0
11530,39,27455,40817,19.6,677,0
11531,18,67801,2179,68.5,631,1
11532,19,22947,3603,0.0,200,1
11533,41,46538,23621,0.0,554,0
11534,41,86490,4705,89.6,604,1
11535,41,15000,43602,0.0,730,0
11536,37,19691,1,34.5,370,0
11537,39,15000,48780,14.1,689,0
11538,36,23214,32004,0.0,483,0
11539,40,15000,43816,7.2,696,0
11540,30,41886,10000,56.0,428,0
11541,19,59920,121568,0.0,564,1
11542,38,109042,12090,67.3,612,1
11543,28,19482,5600,0.0,478,0
11544,47,29405,38588,11.6,592,0
11545,52,15000,40815,9.4,584,0
11546,44,10408,33222,16.1,200,1
11547,52,15000,12395,13.6,347,0
11548,27,50193,38790,0.0,302,1
11549,60,32001,48781,52.6,658,0
11550,43,89770,42576,40.6,724,1
11551,18,17864,11448,0.0,294,0
11552,19,53465,70551,38.7,372,1
11553,28,24273,15132,0.0,200,1
11554,41,65843,22922,69.6,625,1
11555,35,62499,4477,76.4,707,1
11556,60,38187,6035,51.1,417,0
11557,48,29476,8474,0.0,491,0
11558,38,20505,2066,8.1,403,0
11559,51,15235,42593,5.1,737,0
11560,18,57606,85968,0.0,353,1
11561,23,23239,4964,20.0,377,0
11562,49,45853,10868,25.3,491,0
11563,36,96884,25013,89.6,579,1
11564,24,31271,4377,15.8,447,0
11565,42,15000,20342,70.8,254,0
11566,52,19882,44579,16.2,245,1
11567,52,30748,5422,24.3,433,0
11568,31,34988,2954,21.0,453,0
11569,47,15000,14766,23.4,301,0
11570,30,15000,44765,0.0,681,0
11571,30,37853,2571,78.4,386,0
11572,63,21326,43564,16.4,612,0
11573,43,35335,39986,25.3,599,0
11574,31,15000,41510,15.8,645,0
11575,31,15000,10762,16.8,334,0
11576,49,27511,48824,0.0,672,0
11577,26,15000,36701,0.0,577,0
11578,49,87223,40600,63.8,467,0
11579,35,72992,115282,0.4,458,1
11580,31,13058,51894,0.0,243,1
11581,18,102908,6689,35.7,495,1
11582,26,48638,35687,79.2,622,1
11583,18,23936,41192,13.0,865,0
11584,31,34166,42888,40.4,736,0
11585,34,28014,118048,36.8,504,1
11586,18,68213,48815,66.8,415,1
11587,30,67133,29924,61.6,476,1
11588,33,38592,37125,33.8,649,0
11589,42,30131,91625,20.2,442,1
11590,18,15000,15378,0.0,363,0
11591,31,69295,10384,61.8,600,1
11592,65,43619,140255,17.4,592,1
11593,39,26471,63648,1.9,471,1
11594,47,15000,3423,6.2,368,0
11595,24,57192,21045,66.0,449,1
11596,38,37883,33416,0.0,200,1
11597,42,24354,5110,28.2,424,0
11598,50,80580,3782,67.1,589,1
11599,40,16289,48700,0.0,688,0
11600,38,12206,30427,1.6,200,1
11601,53,44961,11946,0.0,525,0
11602,34,51942,34572,48.8,705,0
11603,18,15000,18205,39.0,320,0
11604,27,12720,46877,4.2,311,1
11605,19,24832,21479,9.3,242,0
11606,48,15000,41695,26.5,727,0
11607,59,78282,24680,52.6,615,0
11608,35,15000,49365,0.0,774,0
11609,38,16142,15693,48.5,340,0
11610,22,22890,44765,1.9,635,0
11611,24,47420,18371,0.0,561,0
11612,57,45863,59211,4.3,428,1
11613,33,99666,6093,61.9,566,1
11614,29,24970,53685,0.9,307,1
11615,25,93500,1833,58.8,533,1
11616,53,15000,1717,0.0,380,0
11617,42,15000,50337,10.2,621,0
11618,54,67337,45914,30.2,520,0
11619,53,12619,69246,13.3,370,1
11620,42,28808,1557,19.0,423,0
11621,18,47259,28592,0.0,570,0
11622,31,44011,32899,18.5,667,0
11623,28,15000,8845,38.5,330,0
11624,29,18507,24559,0.0,252,1
11625,39,15000,45980,31.6,970,0
11626,49,28025,50526,5.7,631,0
11627,37,20767,31891,11.2,374,0
11628,47,110356,10639,65.7,581,1
11629,39,92674,34330,30.3,630,0
11630,37,43193,33481,26.9,518,0
11631,25,15000,60778,0.0,642,0
11632,26,24722,15531,0.0,510,0
11633,56,96814,18518,68.6,634,0
11634,18,12487,31505,6.2,200,1
11635,33,101564,7068,40.6,677,1
11636,44,49336,16272,27.3,492,0
11637,48,15000,6679,9.9,395,0
11638,27,29636,8614,0.0,477,0
11639,32,10044,126215,60.5,590,1
11640,28,77698,3221,82.2,584,1
11641,39,15000,40183,0.0,755,0
11642,29,29800,3555,34.0,393,0
11643,30,15000,7177,2.8,389,0
11644,37,53939,51557,0.0,772,0
11645,26,79410,57302,66.5,567,1
11646,25,64463,96953,6.0,507,1
11647,36,25314,67167,25.4,350,1
11648,36,113464,48234,41.8,691,1
11649,30,76861,4998,83.1,648,1
11650,43,47936,54912,7.0,938,0
11651,36,50336,43203,41.4,634,0
11652,25,23295,19316,0.0,480,0
11653,18,13330,23630,8.7,241,1
11654,18,34430,6129,8.3,456,0
11655,38,36611,39251,42.5,712,0
11656,25,13483,70689,5.7,412,1
11657,37,11966,611,0.0,274,1
11658,27,80188,15089,66.1,776,1
11659,31,47507,13372,12.2,506,0
11660,27,15000,39699,24.2,804,0
11661,28,32230,22022,0.0,246,1
11662,42,49730,8751,28.5,477,0
11663,40,46448,54050,1.2,200,1
11664,50,90928,7210,72.0,603,1
11665,61,22708,43318,10.8,715,0
11666,34,107653,46748,29.9,581,1
11667,44,20008,25726,8.2,706,0
11668,41,15000,42701,16.6,715,0
11669,33,25929,8513,47.9,357,0
11670,57,72847,30763,32.3,673,0
11671,21,15000,11069,35.6,345,0
11672,36,20970,8397,28.1,377,0
11673,30,15000,7695,39.8,308,0
11674,44,55523,23304,44.6,524,0
11675,34,55027,46600,60.9,828,0
11676,44,46776,3341,82.8,419,0
11677,35,33514,62134,0.0,354,1
11678,27,34874,3520,38.0,430,0
11679,35,15000,42757,31.2,932,0
11680,47,45984,26002,34.1,752,0
11681,21,15000,13783,0.0,366,0
11682,37,70435,29546,4.8,603,0
11683,31,18854,42089,33.3,784,0
11684,52,15000,15738,4.5,315,0
11685,25,13402,69831,6.5,339,1
11686,22,41451,3325,65.3,400,0
11687,25,24260,11972,0.0,502,0
11688,33,97281,35528,47.7,669,1
11689,53,12436,39034,13.6,200,1
11690,54,32992,38303,89.2,647,1
11691,32,15000,15789,36.0,280,0
11692,46,60949,37445,23.5,524,0
11693,43,101744,8982,68.2,758,1
11694,43,34125,16300,25.8,473,0
11695,32,81594,28431,33.4,551,1
11696,35,22804,87136,16.7,417,1
11697,41,24945,39068,29.3,786,0
11698,41,25147,5190,24.5,405,0
11699,32,20891,31290,22.1,779,0
11700,18,15000,20777,79.8,261,0
11701,31,122287,27804,42.4,554,1
11702,18,27464,40986,9.2,723,0
11703,51,97304,5929,52.9,508,1
11704,24,36784,35826,16.1,438,1
11705,20,89097,22200,89.1,769,1
11706,34,17791,38563,30.5,801,0
11707,49,15000,6165,9.5,387,0
11708,38,28113,4754,31.1,432,0
11709,18,46655,100825,10.5,384,1
11710,50,22488,10690,61.4,345,0
11711,18,47494,3757,35.0,472,0
11712,47,46339,83433,0.0,505,1
11713,24,15000,20380,47.2,257,0
11714,18,81476,37105,78.4,666,1
11715,47,15000,2367,0.0,411,0
11716,35,26828,15787,0.0,505,0
11717,30,30787,16735,95.7,300,0
11718,20,31948,34308,25.0,775,0
11719,49,15000,54285,19.6,768,0
11720,32,15000,46566,17.6,710,0
11721,32,29614,31101,27.6,715,0
11722,50,35623,764,45.8,422,0
11723,34,20392,10729,13.3,428,0
11724,35,15000,16861,40.4,306,0
11725,20,113401,66620,29.9,764,1
11726,24,15000,1839,0.0,395,0
11727,61,19901,14298,62.8,310,0
11728,19,77044,41315,0.0,200,1
11729,42,66343,2086,86.5,532,1
11730,26,87079,17160,85.8,835,0
11731,36,37682,9383,0.0,504,0
11732,18,15928,23965,41.0,219,0
11733,50,77657,5611,68.9,667,1
11734,39,20620,62100,0.7,363,1
11735,40,83004,34507,50.2,483,1
11736,48,94606,14676,69.1,730,1
11737,28,34577,6765,1.4,484,0
11738,33,37498,37696,28.6,634,0
11739,44,47268,39978,0.0,261,1
11740,34,15000,51003,12.6,699,0
11741,33,42831,136812,16.2,565,1
11742,26,25116,36183,18.6,749,0
11743,51,15000,34234,17.9,752,0
11744,41,59676,27440,0.0,669,0
11745,25,63218,43403,53.0,555,0
11746,50,30053,77099,7.9,422,1
11747,29,42843,81433,0.0,422,1
11748,18,26818,33088,40.5,298,1
11749,55,21627,6911,35.5,365,0
11750,52,62976,42448,54.4,753,0
11751,27,24194,11408,14.6,443,0
11752,40,63213,11338,79.1,538,1
11753,49,64400,8884,57.3,547,1
11754,18,14213,69398,36.9,344,1
11755,22,35348,1441,64.6,382,0
11756,46,17084,12456,54.1,305,0
11757,42,62120,35009,45.9,737,0
11758,39,22014,43375,35.4,757,0
11759,20,106676,29522,43.0,638,1
11760,31,15000,18949,32.1,295,0
11761,52,19741,32811,0.0,689,0
11762,32,87841,22303,70.9,537,0
11763,28,20193,45123,7.3,555,0
11764,21,56933,37237,0.0,348,1
11765,34,34640,88263,16.2,467,1
11766,38,86699,6665,61.6,544,1
11767,18,53157,39604,64.7,836,0
11768,36,46656,7165,43.5,450,0
11769,54,20128,50765,37.3,770,0
11770,18,68179,51186,69.7,675,0
11771,36,116554,1398,44.2,546,1
11772,25,57393,2368,69.2,438,0
11773,19,15000,8399,0.0,413,0
11774,27,71180,21263,73.0,617,1
11775,34,60740,11295,21.7,538,0
11776,25,17318,9699,51.6,341,0
11777,52,109491,8481,62.3,642,1
11778,37,12815,36111,4.0,238,1
11779,34,74229,134516,14.7,427,1
11780,48,48574,22275,0.0,346,1
11781,31,27241,30622,51.4,200,0
11782,32,101835,26794,30.7,636,1
11783,32,15000,17519,24.8,308,0
11784,31,32510,42926,17.6,499,0
11785,36,85308,4193,72.5,569,1
11786,29,15000,33122,0.0,758,0
11787,26,15000,10148,36.0,321,0
11788,25,15000,37788,0.0,666,0
11789,29,35885,56459,0.0,348,1
11790,28,103218,10125,77.6,578,1
11791,34,15000,14961,37.8,279,0
11792,18,26507,6381,73.5,344,0
11793,31,49321,15038,7.9,508,0
11794,21,47292,19271,37.7,479,0
11795,49,21429,2341,26.3,404,0
11796,21,91889,15268,50.5,439,1
11797,39,11625,28736,3.8,290,1
11798,28,15000,42784,29.4,839,0
11799,35,73646,38292,56.6,622,0
11800,23,25237,50880,23.2,862,1
11801,20,18936,56977,5.8,293,1
11802,25,103331,2813,65.8,584,1
11803,53,59204,37913,89.3,563,1
11804,18,52902,34903,22.1,676,0
11805,59,17021,44199,0.4,746,0
11806,42,38272,47619,0.0,267,1
11807,52,33779,11452,0.0,535,0
11808,26,24261,77759,14.7,258,1
11809,41,15000,12608,25.6,366,0
11810,39,106989,8532,64.9,690,1
11811,52,51991,35372,51.2,657,0
11812,23,34987,15889,34.2,421,0
11813,45,21035,62826,0.0,478,1
11814,45,38374,11101,49.5,424,0
11815,43,15000,4464,0.0,432,0
11816,43,73543,18670,83.3,687,1
11817,36,49142,36608,0.0,309,1
11818,30,15000,9057,8.5,321,0
11819,34,44424,38016,28.0,481,0
11820,38,15000,45587,31.3,856,0
11821,39,93487,14124,74.9,637,1
11822,39,25592,30128,4.4,229,0
11823,48,30983,39574,23.4,679,0
11824,40,29994,60082,7.5,663,0
11825,23,28074,11204,71.2,350,0
11826,22,15000,8208,5.2,318,0
11827,43,19100,3102,4.6,440,0
11828,54,29259,2101,63.4,366,0
11829,22,18550,98405,22.4,371,1
11830,49,70717,40180,73.4,463,1
11831,45,58294,12042,4.1,526,0
11832,18,137464,32201,0.0,546,1
11833,44,21655,68485,0.0,406,1
11834,22,95171,48215,47.6,361,1
11835,19,15000,10522,29.0,287,0
11836,31,30812,77957,3.6,294,1
11837,26,29187,15582,0.0,475,0
11838,42,77496,49193,86.0,452,1
11839,48,51142,45491,28.4,629,0
11840,33,15000,51512,18.8,630,0
11841,42,110804,34585,52.2,613,1
11842,40,40922,40897,27.2,647,0
11843,22,15000,4501,28.5,340,0
11844,26,31138,2917,65.1,368,0
11845,25,68846,30747,45.4,471,0
11846,28,72945,1056,64.8,627,1
11847,29,15000,25724,43.8,251,0
11848,57,27586,40253,18.8,623,0
11849,33,15000,2036,0.0,411,0
11850,43,62598,29803,39.7,632,0
11851,31,22083,1945,27.6,397,0
11852,26,21639,44680,26.1,587,0
11853,24,85865,43836,28.9,460,0
11854,44,37675,15977,13.7,485,0
11855,35,33836,2423,56.7,372,0
11856,32,63256,14732,88.6,669,1
11857,42,15000,11289,0.0,402,0
11858,30,45045,26687,0.0,588,0
11859,30,10987,53698,29.5,324,1
11860,27,15000,41709,19.9,740,0
11861,27,73819,10752,50.7,611,1
11862,30,27061,6419,0.0,468,0
11863,58,64723,4098,73.1,561,1
11864,34,32033,102,41.0,411,0
11865,26,20176,56609,0.0,350,1
11866,51,31349,4108,43.5,388,0
11867,48,116659,5948,56.5,651,1
11868,23,51633,23457,0.0,587,0
11869,34,81444,39592,45.3,588,0
11870,35,22829,7430,45.7,378,0
11871,38,32671,41393,19.4,581,0
11872,36,94210,19445,50.9,636,1
11873,18,15000,4572,40.9,344,0
11874,41,34052,37822,10.2,537,0
11875,22,15000,54429,21.6,787,0
11876,36,15000,37737,0.0,757,0
11877,30,94892,615,65.9,643,1
11878,18,15000,12386,24.5,302,0
11879,30,26530,510,26.5,420,0
11880,20,43902,38203,45.5,674,0
11881,41,37196,9651,30.9,464,0
11882,47,80330,42333,65.5,662,0
11883,28,62531,2766,87.8,703,1
11884,47,56356,50844,77.8,421,1
11885,40,15000,17362,33.6,307,0
11886,28,116652,12274,27.7,588,1
11887,65,102396,17730,50.3,627,1
11888,44,21660,45419,18.7,637,0
11889,33,15000,16197,35.5,302,0
11890,18,12378,35668,0.0,370,1
11891,36,61987,21766,63.7,455,1
11892,48,15000,55349,25.7,822,0
11893,31,15000,50702,12.8,619,0
11894,29,15000,10577,60.8,303,0
11895,55,58674,23742,12.8,544,0
11896,27,15000,10280,60.7,285,0
11897,35,32646,36754,44.2,693,0
11898,28,46098,87557,0.0,464,1
11899,20,49241,9733,70.0,425,0
11900,28,26958,39007,27.2,685,0
11901,32,63939,39172,40.6,561,0
11902,38,26159,5206,14.2,405,0
11903,33,56232,52191,0.0,848,0
11904,18,13093,33929,0.0,284,1
11905,39,47602,50023,0.0,780,0
11906,18,33200,11334,0.0,493,0
11907,18,26970,59662,16.7,618,0
11908,41,38802,49233,12.4,864,0
11909,21,29597,41997,6.8,571,0
11910,23,18313,12588,39.7,426,0
11911,29,25772,85518,3.8,437,1
11912,31,25743,5249,16.9,431,0
11913,44,25982,44276,0.0,493,0
11914,19,22433,88556,0.0,402,1
11915,32,72079,20625,60.1,547,0
11916,29,15000,33361,0.0,695,0
11917,54,66777,29549,81.5,430,1
11918,20,19253,43003,31.1,902,0
11919,27,55299,80294,0.0,495,1
11920,45,26110,40073,14.5,597,0
11921,18,15000,14244,56.2,290,0
11922,28,100259,8944,74.0,582,1
11923,31,15000,5407,27.1,348,0
11924,29,73406,39768,25.1,658,0
11925,45,63073,6530,35.6,502,0
11926,46,15000,56610,10.6,639,0
11927,35,57005,4384,65.7,443,0
11928,18,111022,20175,78.0,700,0
11929,44,15000,1517,0.0,396,0
11930,35,15000,6525,29.9,347,0
11931,26,9060,44427,12.6,257,1
11932,18,91380,19848,69.4,627,1
11933,32,13170,45558,14.4,247,1
11934,37,37576,85327,38.0,423,1
11935,23,55556,19332,22.7,511,0
11936,35,15000,49587,39.6,907,0
11937,61,15000,41967,24.7,767,0
11938,18,11908,22379,12.4,200,1
11939,51,60819,32785,72.6,777,0
11940,46,15000,43627,0.6,578,0
11941,35,17779,56412,0.9,321,1
11942,31,15000,16649,45.5,315,0
11943,58,9894,48296,5.9,312,1
11944,18,29222,46646,0.2,727,0
11945,37,31376,71284,1.8,428,1
11946,23,29713,33954,30.4,823,0
11947,33,73606,22583,84.9,612,1
11948,38,18100,8048,26.6,425,0
11949,36,15000,20180,19.1,283,0
11950,47,40187,27354,50.1,701,0
11951,48,52142,31373,70.3,568,1
11952,48,39925,41272,32.7,860,0
11953,20,20566,42469,0.0,651,0
11954,47,50779,27722,59.0,830,0
11955,25,66637,9452,82.0,577,1
11956,32,58481,81697,7.4,269,1
11957,31,52365,33865,31.1,587,0
11958,28,35193,44957,0.0,738,0
11959,40,52744,40738,64.6,743,0
11960,36,19136,5867,50.1,352,0
11961,42,58500,29765,70.9,844,0
11962,46,15000,2452,0.0,423,0
11963,40,102135,21560,23.5,536,1
11964,43,50129,39951,21.1,639,0
11965,54,25748,9577,0.0,489,0
11966,53,31457,66349,15.8,379,1
11967,28,24627,27482,0.0,200,1
11968,63,31908,45075,20.7,707,0
11969,44,15000,43282,3.7,668,0
11970,39,20105,10325,49.1,370,0
11971,22,31799,2158,16.9,427,0
11972,25,90826,8027,74.6,531,1
11973,47,40937,49609,30.2,620,0
11974,39,33103,2068,30.8,422,0
11975,26,23501,15564,8.0,462,0
11976,24,18284,10526,46.4,357,0
11977,25,61828,102395,18.6,499,1
11978,42,15000,59735,34.9,879,0
11979,35,104523,6996,61.1,615,1
11980,32,63308,25460,86.8,717,1
11981,26,13420,68460,41.1,369,1
11982,31,46274,3061,100.0,342,0
11983,18,104687,37382,13.1,590,1
11984,24,15000,37884,16.7,626,0
11985,43,28399,33032,24.0,884,0
11986,33,33300,36231,26.3,726,0
11987,50,63707,24599,0.0,600,0
11988,35,50167,58197,0.0,282,1
11989,18,17506,54423,26.0,409,1
11990,53,104619,48914,0.0,624,1
11991,25,21807,38644,26.1,820,0
11992,58,15000,19031,45.2,285,0
11993,32,15000,3063,50.2,306,0
11994,34,44404,55582,0.0,790,0
11995,42,24417,40193,21.9,731,0
11996,48,15000,45052,22.2,736,0
11997,59,53871,10382,17.9,519,0
11998,29,15000,43511,15.8,744,0
11999,33,34331,6129,7.7,479,0
12000,29,80739,12074,79.4,617,1
12001,20,28719,42255,0.0,830,0
12002,30,19050,10197,53.7,352,0
12003,18,15000,37602,0.0,619,0
12004,44,47793,10223,38.8,465,0
12005,35,21112,56842,34.5,682,0
12006,18,34048,44707,25.4,527,0
12007,41,15000,14002,57.0,307,0
12008,33,42009,14236,34.5,451,0
12009,54,15000,11471,45.0,334,0
12010,32,15000,3379,0.0,432,0
12011,26,24955,49875,11.8,200,1
12012,58,38852,41662,30.3,683,0
12013,36,17838,40115,29.0,697,0
12014,26,17953,8834,16.6,387,0
12015,25,69709,13627,73.0,484,1
12016,39,19912,9710,0.0,200,1
12017,30,94529,25512,84.7,650,1
12018,24,49994,12936,6.0,514,0
12019,33,18253,121378,17.9,424,1
12020,33,29829,7361,30.2,445,0
12021,23,68857,36440,59.3,544,0
12022,40,21341,42566,0.0,837,0
12023,40,15000,6279,14.6,355,0
12024,36,15000,15398,29.6,344,0
12025,18,36264,2398,10.7,471,0
12026,51,15000,13024,0.0,403,0
12027,61,22684,47659,60.2,863,0
12028,29,9982,69430,36.3,434,1
12029,30,15000,1435,39.9,368,0
12030,18,21088,1337,58.6,339,0
12031,52,16728,54674,0.0,673,0
12032,22,15000,42579,28.9,758,0
12033,26,37007,9896,34.7,449,0
12034,44,31055,8331,47.0,380,0
12035,31,33076,7502,42.2,403,0
12036,44,38495,11075,80.1,345,0
12037,30,90606,4899,60.9,528,1
12038,30,15000,1700,0.0,449,0
12039,47,22380,40974,37.2,648,0
12040,18,15000,17478,57.4,249,0
12041,37,71337,1663,84.3,668,1
12042,19,15000,44445,18.7,744,0
12043,47,32429,10998,79.3,337,0
12044,26,25139,4676,32.8,412,0
12045,46,23270,46192,0.0,900,0
12046,21,39563,29001,38.3,606,0
12047,37,33849,25145,11.8,627,0
12048,20,93044,1015,86.5,691,1
12049,33,16240,39236,4.4,614,0
12050,41,19876,38455,1.0,702,0
12051,29,55896,247,81.6,421,0
12052,25,55670,14400,0.0,576,0
12053,43,22074,62838,32.3,228,1
12054,36,13703,56659,18.9,322,1
12055,47,31292,2584,9.9,467,0
12056,31,67449,10382,85.0,737,1
12057,21,16390,37765,26.4,749,0
12058,18,51726,17195,3.7,538,0
12059,20,87490,1245,83.7,661,1
12060,36,109119,5158,79.6,779,1
12061,31,39259,34827,47.9,750,0
12062,35,30659,164057,40.5,599,1
12063,47,15000,4320,6.9,383,0
12064,54,60565,20007,82.0,633,1
12065,47,29976,1464,0.0,474,0
12066,28,12013,19872,0.0,244,1
12067,43,11766,34896,4.8,300,1
12068,29,25882,46123,6.6,631,0
12069,31,28445,2425,63.1,383,0
12070,51,63284,10400,37.6,515,0
12071,23,11957,28534,10.1,392,1
12072,48,36454,38603,0.0,842,0
12073,35,15000,43310,7.4,668,0
12074,30,15000,13497,38.6,350,0
12075,22,42209,8242,0.0,200,1
12076,30,27733,29666,0.0,210,1
12077,42,55372,36956,58.9,806,0
12078,53,26968,47519,0.0,758,0
12079,29,42206,38662,22.3,666,0
12080,36,15000,32543,22.6,687,0
12081,36,68285,11138,100.0,413,0
12082,44,87691,5053,88.3,664,1
12083,18,60482,9961,65.9,593,1
12084,59,43474,41861,30.9,819,0
12085,46,77570,24495,71.7,504,1
12086,37,47112,15853,12.4,513,0
12087,21,30809,41183,29.2,718,0
12088,34,40491,26142,32.9,205,1
12089,48,22580,12013,18.4,379,0
12090,51,59729,91604,17.7,482,1
12091,19,18220,12878,0.0,443,0
12092,18,62459,50132,82.6,487,1
12093,33,28210,73415,0.0,371,1
12094,18,13019,79353,54.9,202,1
12095,67,35459,36107,32.9,613,0
12096,23,118456,5207,65.4,650,1
12097,57,58706,9113,86.2,748,1
12098,44,34604,8866,0.8,491,0
12099,38,100119,9357,67.3,496,1
12100,43,15000,55422,23.4,651,0
12101,30,37424,6325,37.5,413,0
12102,49,91138,22850,76.0,562,0
12103,30,32192,29987,30.9,752,0
12104,52,19160,26784,40.1,968,0
12105,32,116322,23386,51.7,616,1
12106,41,52580,16718,32.3,513,0
12107,45,17316,37109,0.0,630,0
12108,28,15000,12529,0.0,371,0
12109,36,96961,28547,30.2,642,1
12110,36,15000,44296,4.2,709,0
12111,55,36499,31213,17.6,840,0
12112,47,15000,22545,59.2,260,0
12113,63,20508,34893,8.0,217,1
12114,18,27901,50561,5.1,960,0
12115,18,62369,16220,26.3,548,0
12116,53,37303,41038,24.2,757,0
12117,48,24024,5098,42.4,409,0
12118,46,45675,2106,93.5,378,0
12119,37,53829,22616,18.3,544,0
12120,33,110153,12996,45.0,623,1
12121,27,107849,54824,8.0,650,1
12122,28,26968,29915,30.4,705,0
12123,38,56285,65187,0.0,297,1
12124,18,75912,13867,33.1,567,0
12125,53,11767,63499,0.7,298,1
12126,19,33824,38566,20.8,750,0
12127,44,30521,5550,67.9,351,0
12128,40,15000,24028,13.3,287,0
12129,41,29086,6060,76.3,339,0
12130,53,29840,49261,1.2,200,1
12131,39,26845,10176,58.3,419,0
12132,18,15000,49236,0.0,656,0
12133,28,74326,8939,89.9,488,0
12134,46,47758,42819,6.9,354,1
12135,21,17282,33543,2.2,801,0
12136,43,119546,39715,40.0,743,1
12137,20,89574,13706,66.3,705,1
12138,30,35089,52976,0.0,715,0
12139,33,52863,51900,0.0,268,1
12140,50,29623,28900,30.5,815,0
12141,42,35850,5760,68.6,381,0
12142,18,16130,79150,22.4,377,1
12143,42,26782,9280,52.0,345,0
12144,49,15000,38356,12.0,732,0
12145,31,112702,42838,58.5,671,1
12146,29,60916,35115,50.0,721,0
12147,43,95102,15657,62.2,422,1
12148,18,36310,40632,0.0,549,0
12149,37,27103,12850,13.4,467,0
12150,40,28290,95565,0.0,627,1
12151,41,44280,737,100.0,358,0
12152,54,50383,53621,0.0,870,0
12153,35,24581,45764,9.9,200,1
12154,45,26228,716,28.7,429,0
12155,21,16972,194,25.7,383,0
12156,26,15000,46224,0.0,660,0
12157,38,15000,34471,0.0,589,0
12158,36,60763,338,85.8,680,1
12159,32,45781,39888,18.2,533,0
12160,44,26794,32516,11.4,751,0
12161,19,37906,32454,26.8,747,0
12162,24,33955,1601,9.2,461,0
12163,22,45941,26601,45.0,200,1
12164,18,40200,15839,0.5,497,0
12165,22,15000,46162,15.3,696,0
12166,25,55956,18197,22.4,535,0
12167,34,15000,35384,11.6,721,0
12168,38,76696,31201,48.5,677,0
12169,38,26752,40066,34.3,692,0
12170,60,60155,19425,0.0,563,0
12171,61,56607,30544,43.1,779,0
12172,18,15000,46946,17.5,676,0
12173,20,67908,37122,72.1,653,1
12174,60,119555,43020,41.7,644,1
12175,18,17058,40925,0.3,855,0
12176,31,15000,17235,55.4,268,0
12177,36,11365,16004,0.0,200,1
12178,34,54533,13167,41.4,497,0
12179,29,19157,1429,27.3,412,0
12180,46,75913,23816,87.0,606,1
12181,42,84014,9062,33.8,425,1
12182,23,63453,20944,76.4,563,1
12183,18,34778,13422,2.4,477,0
12184,21,32430,35998,39.0,830,0
12185,18,15000,51156,0.0,815,0
12186,19,83301,29524,81.7,681,1
12187,43,24765,41924,48.9,717,0
12188,19,115454,1617,42.6,525,1
12189,28,50643,7473,37.5,487,0
12190,41,26569,40143,16.8,699,0
12191,33,23302,47800,32.9,629,0
12192,34,110017,27186,61.3,638,1
12193,39,26017,31984,12.5,710,0
12194,23,79685,49047,0.0,355,1
12195,33,98870,12735,57.0,613,1
12196,29,103749,24771,62.1,785,1
12197,34,59570,13901,99.2,452,0
12198,47,57897,28131,76.3,818,0
12199,30,18554,81726,30.5,342,1
12200,19,15000,34050,35.5,818,0
12201,38,15000,52476,37.3,805,0
12202,32,15000,17856,31.6,345,0
12203,18,15420,40685,13.2,922,0
